"","country","year","upop"
"6651","Cyprus","X1985",64.678
"6652","Czech Republic","X1985",75.365
"6653","Germany","X1985",72.711
"6654","Djibouti","X1985",74.925
"6655","Dominica","X1985",54.71
"6656","Denmark","X1985",84.351
"6657","Dominican Republic","X1985",53.868
"6658","Algeria","X1985",47.968
"6659","East Asia & Pacific (excluding high income)","X1985",24.7071002
"6660","Early-demographic dividend","X1985",32.85597304
"6661","East Asia & Pacific","X1985",30.53738338
"6662","Europe & Central Asia (excluding high income)","X1985",60.97949084
"6663","Europe & Central Asia","X1985",66.37447751
"6664","Ecuador","X1985",51.215
"6665","Egypt, Arab Rep.","X1985",43.938
"6666","Euro area","X1985",70.58016395
"6667","Eritrea","X1985",15.228
"6668","Spain","X1985",74.213
"6669","Estonia","X1985",70.767
"6670","Ethiopia","X1985",11.453
"6671","European Union","X1985",69.72117984
"6672","Fragile and conflict affected situations","X1985",29.7045709
"6673","Finland","X1985",75.808
"6674","Fiji","X1985",38.523
"6675","France","X1985",73.65
"6676","Faroe Islands","X1985",30.766
"6677","Micronesia, Fed. Sts.","X1985",26.149
"6678","Gabon","X1985",62.402
"6679","United Kingdom","X1985",78.39
"6680","Georgia","X1985",54.194
"6681","Ghana","X1985",32.896
"6682","Gibraltar","X1985",100
"6683","Guinea","X1985",26.621
"6684","Gambia, The","X1985",33.019
"6685","Guinea-Bissau","X1985",22.431
"6686","Equatorial Guinea","X1985",29.94
"6687","Greece","X1985",70.518
"6688","Grenada","X1985",33.183
"6689","Greenland","X1985",77.961
"6690","Guatemala","X1985",39.152
"6691","Guam","X1985",92.339
"6692","Guyana","X1985",30.033
"6693","High income","X1985",73.20977648
"6694","Hong Kong SAR, China","X1985",92.92
"6695","Honduras","X1985",37.735
"6696","Heavily indebted poor countries (HIPC)","X1985",22.94740437
"6697","Croatia","X1985",52.291
"6698","Haiti","X1985",23.261
"6699","Hungary","X1985",65.095
"6700","IBRD only","X1985",36.27037511
"6701","IDA & IBRD total","X1985",33.53650622
"6702","IDA total","X1985",22.98737017
"6703","IDA blend","X1985",27.41720351
"6704","Indonesia","X1985",26.089
"6705","IDA only","X1985",20.2462697
"6706","Isle of Man","X1985",51.765
"6707","India","X1985",24.348
"6708","Not classified","X1985",NA
"6709","Ireland","X1985",56.275
"6710","Iran, Islamic Rep.","X1985",53.395
"6711","Iraq","X1985",68.767
"6712","Iceland","X1985",89.57
"6713","Israel","X1985",89.828
"6714","Italy","X1985",66.826
"6715","Jamaica","X1985",48.424
"6716","Jordan","X1985",66.996
"6717","Japan","X1985",76.712
"6718","Kazakhstan","X1985",56.01
"6719","Kenya","X1985",16.079
"6720","Kyrgyz Republic","X1985",38.377
"6721","Cambodia","X1985",13.931
"6722","Kiribati","X1985",33.541
"6723","St. Kitts and Nevis","X1985",35.243
"6724","Korea, Rep.","X1985",64.876
"6725","Kosovo","X1985",NA
"6726","Kuwait","X1985",97.903
"6727","Latin America & Caribbean (excluding high income)","X1985",65.35626008
"6728","Lao PDR","X1985",13.804
"6729","Lebanon","X1985",79.422
"6730","Liberia","X1985",42.373
"6731","Libya","X1985",75.45
"6732","St. Lucia","X1985",27.923
"6733","Latin America & Caribbean","X1985",67.49804354
"6734","Least developed countries: UN classification","X1985",18.98102426
"6735","Low income","X1985",20.75085878
"6736","Liechtenstein","X1985",17.619
"6737","Sri Lanka","X1985",18.627
"6738","Lower middle income","X1985",27.97409243
"6739","Low & middle income","X1985",32.87711173
"6740","Lesotho","X1985",11.752
"6741","Late-demographic dividend","X1985",35.88146417
"6742","Lithuania","X1985",65.038
"6743","Luxembourg","X1985",80.669
"6744","Latvia","X1985",68.56
"6745","Macao SAR, China","X1985",99.377
"6746","St. Martin (French part)","X1985",NA
"6747","Morocco","X1985",44.779
"6748","Monaco","X1985",100
"6749","Moldova","X1985",44.176
"6750","Madagascar","X1985",20.933
"6751","Maldives","X1985",25.491
"6752","Middle East & North Africa","X1985",52.61017101
"6753","Mexico","X1985",68.95
"6754","Marshall Islands","X1985",61.945
"6755","Middle income","X1985",33.83724813
"6756","Macedonia, FYR","X1985",55.696
"6757","Mali","X1985",21.013
"6758","Malta","X1985",89.828
"6759","Myanmar","X1985",24.076
"6760","Middle East & North Africa (excluding high income)","X1985",49.59110316
"6761","Montenegro","X1985",42.325
"6762","Mongolia","X1985",55.04
"6763","Northern Mariana Islands","X1985",88.381
"6764","Mozambique","X1985",18.326
"6765","Mauritania","X1985",34.994
"6766","Mauritius","X1985",42.325
"6767","Malawi","X1985",10.163
"6768","Malaysia","X1985",45.893
"6769","North America","X1985",74.68232531
"6770","Namibia","X1985",26.366
"6771","New Caledonia","X1985",58.834
"6772","Niger","X1985",14.536
"6773","Nigeria","X1985",25.635
"6774","Nicaragua","X1985",51.138
"6775","Netherlands","X1985",66.719
"6776","Norway","X1985",71.31
"6777","Nepal","X1985",7.386
"6778","Nauru","X1985",100
"6779","New Zealand","X1985",83.673
"6780","OECD members","X1985",71.83122014
"6781","Oman","X1985",57.079
"6782","Other small states","X1985",41.76880709
"6783","Pakistan","X1985",29.344
"6784","Panama","X1985",52.143
"6785","Peru","X1985",66.864
"6786","Philippines","X1985",43.046
"6787","Palau","X1985",67.38
"6788","Papua New Guinea","X1985",13.998
"6789","Poland","X1985",59.942
"6790","Pre-demographic dividend","X1985",25.24252106
"6791","Puerto Rico","X1985",84.317
"6792","Korea, Dem. People‰Ûªs Rep.","X1985",57.644
"6793","Portugal","X1985",45.298
"6794","Paraguay","X1985",44.983
"6795","Pacific island small states","X1985",29.80391064
"6796","Post-demographic dividend","X1985",72.84199367
"6797","French Polynesia","X1985",58.639
"6798","Qatar","X1985",90.1
"6799","Romania","X1985",49.641
"6800","Russian Federation","X1985",71.923
"6801","Rwanda","X1985",5.057
"6802","South Asia","X1985",23.71363192
"6803","Saudi Arabia","X1985",72.647
"6804","Sudan","X1985",22.937
"6805","Senegal","X1985",37.549
"6806","Singapore","X1985",100
"6807","Solomon Islands","X1985",12.433
"6808","Sierra Leone","X1985",31.997
"6809","El Salvador","X1985",46.636
"6810","San Marino","X1985",88.291
"6811","Somalia","X1985",28.067
"6812","Serbia","X1985",NA
"6813","Sub-Saharan Africa (excluding high income)","X1985",24.38986523
"6814","South Sudan","X1985",9.844
"6815","Sub-Saharan Africa","X1985",24.39366756
"6816","Small states","X1985",40.16997214
"6817","Sao Tome and Principe","X1985",38.049
"6818","Suriname","X1985",65.334
"6819","Slovak Republic","X1985",54.176
"6820","Slovenia","X1985",49.58
"6821","Sweden","X1985",83.1
"6822","Swaziland","X1985",21.804
"6823","Sint Maarten (Dutch part)","X1985",100
"6824","Seychelles","X1985",49.292
"6825","Syrian Arab Republic","X1985",47.891
"6826","Turks and Caicos Islands","X1985",65.439
"6827","Chad","X1985",19.779
"6828","East Asia & Pacific (IDA & IBRD countries)","X1985",24.28095967
"6829","Europe & Central Asia (IDA & IBRD countries)","X1985",60.78504694
"6830","Togo","X1985",26.562
"6831","Thailand","X1985",28.095
"6832","Tajikistan","X1985",33.235
"6833","Turkmenistan","X1985",45.976
"6834","Latin America & the Caribbean (IDA & IBRD countries)","X1985",67.27092408
"6835","Middle East & North Africa (IDA & IBRD countries)","X1985",49.59110316
"6836","Timor-Leste","X1985",18.563
"6837","Tonga","X1985",22.268
"6838","South Asia (IDA & IBRD)","X1985",23.71363192
"6839","Sub-Saharan Africa (IDA & IBRD countries)","X1985",24.39366756
"6840","Trinidad and Tobago","X1985",9.597
"6841","Tunisia","X1985",53.839
"6842","Turkey","X1985",52.448
"6843","Tuvalu","X1985",34.251
"6844","Tanzania","X1985",16.767
"6845","Uganda","X1985",9.152
"6846","Ukraine","X1985",64.681
"6847","Upper middle income","X1985",39.18176336
"6848","Uruguay","X1985",87.194
"6849","United States","X1985",74.494
"6850","Uzbekistan","X1985",40.722
"6851","St. Vincent and the Grenadines","X1985",38.602
"6852","Venezuela, RB","X1985",81.925
"6853","British Virgin Islands","X1985",29.728
"6854","Virgin Islands (U.S.)","X1985",84.28
"6855","Vietnam","X1985",19.561
"6856","Vanuatu","X1985",16.722
"6857","West Bank and Gaza","X1985",NA
"6858","World","X1985",41.13379285
"6859","Samoa","X1985",21.2
"6860","Yemen, Rep.","X1985",18.373
"6861","South Africa","X1985",49.372
"6862","Congo, Dem. Rep.","X1985",28.513
"6863","Zambia","X1985",39.655
"6864","Zimbabwe","X1985",25.414
"6865","Aruba","X1986",50.38
"6866","Andorra","X1986",95.325
"6867","Afghanistan","X1986",17.223
"6868","Angola","X1986",23.128
"6869","Albania","X1986",35.35
"6870","Arab World","X1986",48.49888609
"6871","United Arab Emirates","X1986",79.624
"6872","Argentina","X1986",85.445
"6873","Armenia","X1986",67.296
"6874","American Samoa","X1986",78.408
"6875","Antigua and Barbuda","X1986",35.102
"6876","Australia","X1986",85.4
"6877","Austria","X1986",65.606
"6878","Azerbaijan","X1986",53.697
"6879","Burundi","X1986",5.417
"6880","Belgium","X1986",96.023
"6881","Benin","X1986",31.517
"6882","Burkina Faso","X1986",12.832
"6883","Bangladesh","X1986",17.941
"6884","Bulgaria","X1986",64.999
"6885","Bahrain","X1986",87.357
"6886","Bahamas, The","X1986",77.347
"6887","Bosnia and Herzegovina","X1986",37.919
"6888","Belarus","X1986",62.857
"6889","Belize","X1986",48.228
"6890","Bermuda","X1986",100
"6891","Bolivia","X1986",51.535
"6892","Brazil","X1986",70.703
"6893","Barbados","X1986",35.271
"6894","Brunei Darussalam","X1986",62.98
"6895","Bhutan","X1986",13.577
"6896","Botswana","X1986",29.483
"6897","Central African Republic","X1986",35.868
"6898","Canada","X1986",76.502
"6899","Central Europe and the Baltics","X1986",60.25808653
"6900","Switzerland","X1986",66.895
"6901","Channel Islands","X1986",31.813
"6902","Chile","X1986",82.755
"6903","China","X1986",23.559
"6904","Cote d'Ivoire","X1986",38.127
"6905","Cameroon","X1986",37.124
"6906","Congo, Rep.","X1986",52.642
"6907","Colombia","X1986",66.154
"6908","Comoros","X1986",25.938
"6909","Cabo Verde","X1986",33.885
"6910","Costa Rica","X1986",46.353
"6911","Caribbean small states","X1986",38.86160276
"6912","Cuba","X1986",71.43
"6913","Curacao","X1986",83.563
"6914","Cayman Islands","X1986",100
"6915","Cyprus","X1986",65.102
"6916","Czech Republic","X1986",75.336
"6917","Germany","X1986",72.617
"6918","Djibouti","X1986",75.134
"6919","Dominica","X1986",56.422
"6920","Denmark","X1986",84.458
"6921","Dominican Republic","X1986",54.14
"6922","Algeria","X1986",48.86
"6923","East Asia & Pacific (excluding high income)","X1986",25.37197083
"6924","Early-demographic dividend","X1986",33.28667785
"6925","East Asia & Pacific","X1986",31.13792406
"6926","Europe & Central Asia (excluding high income)","X1986",61.4882921
"6927","Europe & Central Asia","X1986",66.65157023
"6928","Ecuador","X1986",51.993
"6929","Egypt, Arab Rep.","X1986",43.954
"6930","Euro area","X1986",70.67720561
"6931","Eritrea","X1986",15.341
"6932","Spain","X1986",74.444
"6933","Estonia","X1986",70.975
"6934","Ethiopia","X1986",11.679
"6935","European Union","X1986",69.85236875
"6936","Fragile and conflict affected situations","X1986",30.15829646
"6937","Finland","X1986",76.567
"6938","Fiji","X1986",38.675
"6939","France","X1986",73.725
"6940","Faroe Islands","X1986",30.682
"6941","Micronesia, Fed. Sts.","X1986",26.083
"6942","Gabon","X1986",63.711
"6943","United Kingdom","X1986",78.34
"6944","Georgia","X1986",54.532
"6945","Ghana","X1986",33.591
"6946","Gibraltar","X1986",100
"6947","Guinea","X1986",26.898
"6948","Gambia, The","X1986",34.049
"6949","Guinea-Bissau","X1986",23.502
"6950","Equatorial Guinea","X1986",30.871
"6951","Greece","X1986",70.709
"6952","Grenada","X1986",33.232
"6953","Greenland","X1986",78.317
"6954","Guatemala","X1986",39.543
"6955","Guam","X1986",92.023
"6956","Guyana","X1986",29.943
"6957","High income","X1986",73.45168545
"6958","Hong Kong SAR, China","X1986",94.248
"6959","Honduras","X1986",38.319
"6960","Heavily indebted poor countries (HIPC)","X1986",23.42693802
"6961","Croatia","X1986",52.641
"6962","Haiti","X1986",24.255
"6963","Hungary","X1986",65.274
"6964","IBRD only","X1986",36.80901424
"6965","IDA & IBRD total","X1986",34.02632868
"6966","IDA total","X1986",23.37980921
"6967","IDA blend","X1986",27.81403725
"6968","Indonesia","X1986",26.953
"6969","IDA only","X1986",20.63528022
"6970","Isle of Man","X1986",51.761
"6971","India","X1986",24.585
"6972","Not classified","X1986",NA
"6973","Ireland","X1986",56.426
"6974","Iran, Islamic Rep.","X1986",54.133
"6975","Iraq","X1986",69.396
"6976","Iceland","X1986",89.816
"6977","Israel","X1986",89.936
"6978","Italy","X1986",66.806
"6979","Jamaica","X1986",48.628
"6980","Jordan","X1986",68.315
"6981","Japan","X1986",76.835
"6982","Kazakhstan","X1986",56.121
"6983","Kenya","X1986",16.18
"6984","Kyrgyz Republic","X1986",38.327
"6985","Cambodia","X1986",14.242
"6986","Kiribati","X1986",33.828
"6987","St. Kitts and Nevis","X1986",35.116
"6988","Korea, Rep.","X1986",66.679
"6989","Kosovo","X1986",NA
"6990","Kuwait","X1986",97.917
"6991","Latin America & Caribbean (excluding high income)","X1986",66.00652786
"6992","Lao PDR","X1986",14.118
"6993","Lebanon","X1986",80.454
"6994","Liberia","X1986",44.956
"6995","Libya","X1986",75.505
"6996","St. Lucia","X1986",28.205
"6997","Latin America & Caribbean","X1986",68.11151551
"6998","Least developed countries: UN classification","X1986",19.39039196
"6999","Low income","X1986",21.12137347
"7000","Liechtenstein","X1986",17.479
"7001","Sri Lanka","X1986",18.615
"7002","Lower middle income","X1986",28.34199148
"7003","Low & middle income","X1986",33.37391679
"7004","Lesotho","X1986",11.905
"7005","Late-demographic dividend","X1986",36.47278968
"7006","Lithuania","X1986",65.793
"7007","Luxembourg","X1986",80.725
"7008","Latvia","X1986",68.782
"7009","Macao SAR, China","X1986",99.486
"7010","St. Martin (French part)","X1986",NA
"7011","Morocco","X1986",45.498
"7012","Monaco","X1986",100
"7013","Moldova","X1986",44.944
"7014","Madagascar","X1986",21.442
"7015","Maldives","X1986",25.57
"7016","Middle East & North Africa","X1986",53.17819392
"7017","Mexico","X1986",69.459
"7018","Marshall Islands","X1986",62.711
"7019","Middle income","X1986",34.34928484
"7020","Macedonia, FYR","X1986",56.117
"7021","Mali","X1986",21.548
"7022","Malta","X1986",89.907
"7023","Myanmar","X1986",24.139
"7024","Middle East & North Africa (excluding high income)","X1986",50.09601387
"7025","Montenegro","X1986",43.456
"7026","Mongolia","X1986",55.628
"7027","Northern Mariana Islands","X1986",88.679
"7028","Mozambique","X1986",19.541
"7029","Mauritania","X1986",36.634
"7030","Mauritius","X1986",42.639
"7031","Malawi","X1986",10.4
"7032","Malaysia","X1986",46.671
"7033","North America","X1986",74.83222473
"7034","Namibia","X1986",26.621
"7035","New Caledonia","X1986",58.985
"7036","Niger","X1986",14.763
"7037","Nigeria","X1986",26.414
"7038","Nicaragua","X1986",51.378
"7039","Netherlands","X1986",67.117
"7040","Norway","X1986",71.44
"7041","Nepal","X1986",7.66
"7042","Nauru","X1986",100
"7043","New Zealand","X1986",83.78
"7044","OECD members","X1986",72.10594895
"7045","Oman","X1986",58.944
"7046","Other small states","X1986",42.48405396
"7047","Pakistan","X1986",29.588
"7048","Panama","X1986",52.482
"7049","Peru","X1986",67.277
"7050","Philippines","X1986",44.185
"7051","Palau","X1986",68.188
"7052","Papua New Guinea","X1986",14.193
"7053","Poland","X1986",60.31
"7054","Pre-demographic dividend","X1986",25.80107552
"7055","Puerto Rico","X1986",86.637
"7056","Korea, Dem. People‰Ûªs Rep.","X1986",57.792
"7057","Portugal","X1986",45.82
"7058","Paraguay","X1986",45.722
"7059","Pacific island small states","X1986",30.00353728
"7060","Post-demographic dividend","X1986",73.08406744
"7061","French Polynesia","X1986",58.532
"7062","Qatar","X1986",90.4
"7063","Romania","X1986",50.357
"7064","Russian Federation","X1986",72.346
"7065","Rwanda","X1986",5.127
"7066","South Asia","X1986",23.97363607
"7067","Saudi Arabia","X1986",73.9
"7068","Sudan","X1986",24.005
"7069","Senegal","X1986",37.909
"7070","Singapore","X1986",100
"7071","Solomon Islands","X1986",12.837
"7072","Sierra Leone","X1986",32.325
"7073","El Salvador","X1986",47.155
"7074","San Marino","X1986",89.392
"7075","Somalia","X1986",28.333
"7076","Serbia","X1986",NA
"7077","Sub-Saharan Africa (excluding high income)","X1986",24.91152567
"7078","South Sudan","X1986",10.461
"7079","Sub-Saharan Africa","X1986",24.91516695
"7080","Small states","X1986",40.70964779
"7081","Sao Tome and Principe","X1986",39.149
"7082","Suriname","X1986",65.408
"7083","Slovak Republic","X1986",54.641
"7084","Slovenia","X1986",49.74
"7085","Sweden","X1986",83.1
"7086","Swaziland","X1986",22.668
"7087","Sint Maarten (Dutch part)","X1986",100
"7088","Seychelles","X1986",49.277
"7089","Syrian Arab Republic","X1986",48.099
"7090","Turks and Caicos Islands","X1986",67.345
"7091","Chad","X1986",19.983
"7092","East Asia & Pacific (IDA & IBRD countries)","X1986",24.95330517
"7093","Europe & Central Asia (IDA & IBRD countries)","X1986",61.28006896
"7094","Togo","X1986",26.96
"7095","Thailand","X1986",28.361
"7096","Tajikistan","X1986",33.026
"7097","Turkmenistan","X1986",45.757
"7098","Latin America & the Caribbean (IDA & IBRD countries)","X1986",67.87619697
"7099","Middle East & North Africa (IDA & IBRD countries)","X1986",50.09601387
"7100","Timor-Leste","X1986",19.003
"7101","Tonga","X1986",22.496
"7102","South Asia (IDA & IBRD)","X1986",23.97363607
"7103","Sub-Saharan Africa (IDA & IBRD countries)","X1986",24.91516695
"7104","Trinidad and Tobago","X1986",9.361
"7105","Tunisia","X1986",54.667
"7106","Turkey","X1986",53.93
"7107","Tuvalu","X1986",35.496
"7108","Tanzania","X1986",17.241
"7109","Uganda","X1986",9.511
"7110","Ukraine","X1986",65.258
"7111","Upper middle income","X1986",39.86311701
"7112","Uruguay","X1986",87.558
"7113","United States","X1986",74.644
"7114","Uzbekistan","X1986",40.71
"7115","St. Vincent and the Grenadines","X1986",39.158
